tab delimited	er_locations
er_location_name	er_location_alternatives	location_type	location_begin_lat	location_begin_lon	location_end_lat	location_end_lon	continent_ocean	region	plate_block	tectonic_setting	er_citation_names
McMurdo	Mt Erebus Volcanic Province : McMurdo Sound	Outcrop	-77	160	-79	170	Antarctica	Antarctic Plate	Antarctic Plate	Continental Volcanics	This study
>>>>>>>>>>
tab delimited	er_sites
er_site_name	er_location_name	site_definition	site_class	site_lithology	site_type	site_lat	site_lon	er_citation_names
mc200	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.54995	166.16148	This study
mc201	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.56284	166.21958	This study
mc202	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.65674	166.36424	This study
mc203	McMurdo	s	Igneous : Intrusive	Basalt	Volcanic Dike	-77.5807	166.25055	This study
mc204	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.6402	166.40836	This study
mc205	McMurdo	s	Igneous : Intrusive	Basalt	Volcanic Dike	-77.65666	166.72515	This study
mc206	McMurdo	s	Igneous : Intrusive	Basalt	Volcanic Dome	-77.66665	166.78033	This study
mc207	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.67871	166.5173	This study
mc208	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.66786	166.53186	This study
mc209	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.68544	166.36812	This study
mc210	McMurdo	s	Igneous : Intrusive	Phonolite	Volcanic Dike	-77.69125	166.3743	This study
mc211	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.66147	166.3397	This study
mc212	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.56505	166.35938	This study
mc213	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.22331	166.42877	This study
mc214	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.22355	166.4294	This study
mc215	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.4773	166.89491	This study
mc216	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.42391	166.81075	This study
mc217	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.50885	167.44064	This study
mc218	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.56218	166.97756	This study
mc219	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.84783	166.67453	This study
mc220	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.45702	166.91009	This study
mc221	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.5161	166.79804	This study
mc222	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.53893	166.84845	This study
mc223	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.65831	166.7863	This study
mc224	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.53046	166.8839	This study
mc225	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.58053	166.80156	This study
mc226	McMurdo	s	Igneous : Extrusive	Phonolite	Lava Flow	-77.61355	166.76571	This study
mc227	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.27064	166.73278	This study
mc228	McMurdo	s	Igneous : Extrusive	Trachyte	Lava Flow	-77.2669	166.37738	This study
mc229	McMurdo	s	Igneous : Extrusive	Basalt	Lava Flow	-77.48281	167.15435	This study
>>>>>>>>>>
tab delimited	er_samples
er_sample_name	er_location_name	er_site_name	sample_class	sample_lithology	sample_type	sample_lat	sample_lon	sample_date	sample_orientation_flag	sample_azimuth	sample_dip	sample_bed_dip_direction	sample_bed_dip	magic_method_codes	er_citation_names
mc214j	McMurdo	mc214	Igneous : Extrusive	Basalt	Lava Flow	-77.22355	166.4294	2006:12:08:00:00:00.00	g	149.6	-90	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc215a	McMurdo	mc215	Igneous : Extrusive	Basalt	Lava Flow	-77.4773	166.89491	2006:12:13:00:00:00.00	g	13.7	-8.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc215b	McMurdo	mc215	Igneous : Extrusive	Basalt	Lava Flow	-77.4773	166.89491	2006:12:13:00:00:00.00	g	354.6	-11	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc215c	McMurdo	mc215	Igneous : Extrusive	Basalt	Lava Flow	-77.4773	166.89491	2006:12:13:00:00:00.00	g	18.3	-12	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc215d	McMurdo	mc215	Igneous : Extrusive	Basalt	Lava Flow	-77.4773	166.89491	2006:12:13:00:00:00.00	g	294.4	-48	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc215h	McMurdo	mc215	Igneous : Extrusive	Basalt	Lava Flow	-77.4773	166.89491	2006:12:13:00:00:00.00	g	270.2	-32.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc215i	McMurdo	mc215	Igneous : Extrusive	Basalt	Lava Flow	-77.4773	166.89491	2006:12:13:00:00:00.00	g	241.6	-27	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc216a	McMurdo	mc216	Igneous : Extrusive	Basalt	Lava Flow	-77.42391	166.81075	2006:12:13:00:00:00.00	g	188.6	-47.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc216b	McMurdo	mc216	Igneous : Extrusive	Basalt	Lava Flow	-77.42391	166.81075	2006:12:13:00:00:00.00	g	172.9	-37.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc216c	McMurdo	mc216	Igneous : Extrusive	Basalt	Lava Flow	-77.42391	166.81075	2006:12:13:00:00:00.00	g	181.1	-50	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc216f	McMurdo	mc216	Igneous : Extrusive	Basalt	Lava Flow	-77.42391	166.81075	2006:12:13:00:00:00.00	g	183.2	-39	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc216g	McMurdo	mc216	Igneous : Extrusive	Basalt	Lava Flow	-77.42391	166.81075	2006:12:13:00:00:00.00	g	165.5	-52	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc216h	McMurdo	mc216	Igneous : Extrusive	Basalt	Lava Flow	-77.42391	166.81075	2006:12:13:00:00:00.00	g	166.9	-46	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc217a	McMurdo	mc217	Igneous : Extrusive	Basalt	Lava Flow	-77.50885	167.44064	2006:12:16:00:00:00.00	g	252.5	-67	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc217b	McMurdo	mc217	Igneous : Extrusive	Basalt	Lava Flow	-77.50885	167.44064	2006:12:16:00:00:00.00	g	262.5	-68	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc217c	McMurdo	mc217	Igneous : Extrusive	Basalt	Lava Flow	-77.50885	167.44064	2006:12:16:00:00:00.00	g	261	-69.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc217d	McMurdo	mc217	Igneous : Extrusive	Basalt	Lava Flow	-77.50885	167.44064	2006:12:16:00:00:00.00	g	269.9	-73.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc217e	McMurdo	mc217	Igneous : Extrusive	Basalt	Lava Flow	-77.50885	167.44064	2006:12:16:00:00:00.00	g	269.9	-69.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc218a	McMurdo	mc218	Igneous : Extrusive	Basalt	Lava Flow	-77.56218	166.97756	2006:12:16:00:00:00.00	g	32.7	-83	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc218b	McMurdo	mc218	Igneous : Extrusive	Basalt	Lava Flow	-77.56218	166.97756	2006:12:16:00:00:00.00	g	29.9	-86.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc218d	McMurdo	mc218	Igneous : Extrusive	Basalt	Lava Flow	-77.56218	166.97756	2006:12:16:00:00:00.00	g	35.4	-87	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc218i	McMurdo	mc218	Igneous : Extrusive	Basalt	Lava Flow	-77.56218	166.97756	2006:12:16:00:00:00.00	g	54.4	-43	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc218j	McMurdo	mc218	Igneous : Extrusive	Basalt	Lava Flow	-77.56218	166.97756	2006:12:16:00:00:00.00	g	4.5	-43	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc219a	McMurdo	mc219	Igneous : Extrusive	Basalt	Lava Flow	-77.84783	166.67453	2006:12:17:00:00:00.00	g	345.3	-61	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc219b	McMurdo	mc219	Igneous : Extrusive	Basalt	Lava Flow	-77.84783	166.67453	2006:12:17:00:00:00.00	g	344	-60.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc219c	McMurdo	mc219	Igneous : Extrusive	Basalt	Lava Flow	-77.84783	166.67453	2006:12:17:00:00:00.00	g	277.3	-26	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc219d	McMurdo	mc219	Igneous : Extrusive	Basalt	Lava Flow	-77.84783	166.67453	2006:12:17:00:00:00.00	g	276.9	-23	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc219e	McMurdo	mc219	Igneous : Extrusive	Basalt	Lava Flow	-77.84783	166.67453	2006:12:17:00:00:00.00	g	300.3	-22.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc220a	McMurdo	mc220	Igneous : Extrusive	Basalt	Lava Flow	-77.45702	166.91009	2006:12:18:00:00:00.00	g	297.7	-80	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc220b	McMurdo	mc220	Igneous : Extrusive	Basalt	Lava Flow	-77.45702	166.91009	2006:12:18:00:00:00.00	g	288.9	-84	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc220c	McMurdo	mc220	Igneous : Extrusive	Basalt	Lava Flow	-77.45702	166.91009	2006:12:18:00:00:00.00	g	291.4	-89.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc220d	McMurdo	mc220	Igneous : Extrusive	Basalt	Lava Flow	-77.45702	166.91009	2006:12:18:00:00:00.00	g	288.6	-82	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc220e	McMurdo	mc220	Igneous : Extrusive	Basalt	Lava Flow	-77.45702	166.91009	2006:12:18:00:00:00.00	g	277.8	-94	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc220f	McMurdo	mc220	Igneous : Extrusive	Basalt	Lava Flow	-77.45702	166.91009	2006:12:18:00:00:00.00	g	238.3	-77.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc221b	McMurdo	mc221	Igneous : Extrusive	Basalt	Lava Flow	-77.5161	166.79804	2006:12:18:00:00:00.00	g	227.8	-84.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc221c	McMurdo	mc221	Igneous : Extrusive	Basalt	Lava Flow	-77.5161	166.79804	2006:12:18:00:00:00.00	g	228.7	-84	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc221d	McMurdo	mc221	Igneous : Extrusive	Basalt	Lava Flow	-77.5161	166.79804	2006:12:18:00:00:00.00	g	204.4	-93.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc221h	McMurdo	mc221	Igneous : Extrusive	Basalt	Lava Flow	-77.5161	166.79804	2006:12:18:00:00:00.00	g	277.1	-50	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc221i	McMurdo	mc221	Igneous : Extrusive	Basalt	Lava Flow	-77.5161	166.79804	2006:12:18:00:00:00.00	g	281.7	-48	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc221j	McMurdo	mc221	Igneous : Extrusive	Basalt	Lava Flow	-77.5161	166.79804	2006:12:18:00:00:00.00	g	288.2	-46.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc222a	McMurdo	mc222	Igneous : Extrusive	Basalt	Lava Flow	-77.53893	166.84845	2006:12:18:00:00:00.00	g	164.6	-61.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-GPS-DIFF	This study
mc222b	McMurdo	mc222	Igneous : Extrusive	Basalt	Lava Flow	-77.53893	166.84845	2006:12:18:00:00:00.00	g	165.1	-50	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-GPS-DIFF	This study
mc222c	McMurdo	mc222	Igneous : Extrusive	Basalt	Lava Flow	-77.53893	166.84845	2006:12:18:00:00:00.00	g	165.6	-26	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-GPS-DIFF	This study
mc222e	McMurdo	mc222	Igneous : Extrusive	Basalt	Lava Flow	-77.53893	166.84845	2006:12:18:00:00:00.00	g	173.1	-19	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-GPS-DIFF	This study
mc222h	McMurdo	mc222	Igneous : Extrusive	Basalt	Lava Flow	-77.53893	166.84845	2006:12:18:00:00:00.00	g	158.1	-55	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-GPS-DIFF	This study
mc223a	McMurdo	mc223	Igneous : Extrusive	Phonolite	Lava Flow	-77.65831	166.7863	2006:12:18:00:00:00.00	g	203.3	-78	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc223b	McMurdo	mc223	Igneous : Extrusive	Phonolite	Lava Flow	-77.65831	166.7863	2006:12:18:00:00:00.00	g	202.9	-74	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc223c	McMurdo	mc223	Igneous : Extrusive	Phonolite	Lava Flow	-77.65831	166.7863	2006:12:18:00:00:00.00	g	201.9	-75	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc223g	McMurdo	mc223	Igneous : Extrusive	Phonolite	Lava Flow	-77.65831	166.7863	2006:12:18:00:00:00.00	g	164	-58	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc223l	McMurdo	mc223	Igneous : Extrusive	Phonolite	Lava Flow	-77.65831	166.7863	2006:12:18:00:00:00.00	g	227.9	-67.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc224b	McMurdo	mc224	Igneous : Extrusive	Phonolite	Lava Flow	-77.53046	166.8839	2006:12:20:00:00:00.00	g	319.9	-42	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc225a	McMurdo	mc225	Igneous : Extrusive	Phonolite	Lava Flow	-77.58053	166.80156	2006:12:20:00:00:00.00	g	185	-80	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc225b	McMurdo	mc225	Igneous : Extrusive	Phonolite	Lava Flow	-77.58053	166.80156	2006:12:20:00:00:00.00	g	189.1	-79	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc225c	McMurdo	mc225	Igneous : Extrusive	Phonolite	Lava Flow	-77.58053	166.80156	2006:12:20:00:00:00.00	g	189.6	-88	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc225d	McMurdo	mc225	Igneous : Extrusive	Phonolite	Lava Flow	-77.58053	166.80156	2006:12:20:00:00:00.00	g	170	-85.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc225i	McMurdo	mc225	Igneous : Extrusive	Phonolite	Lava Flow	-77.58053	166.80156	2006:12:20:00:00:00.00	g	223.3	-83.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc226b	McMurdo	mc226	Igneous : Extrusive	Phonolite	Lava Flow	-77.61355	166.76571	2006:12:20:00:00:00.00	g	146	-78	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc227b	McMurdo	mc227	Igneous : Extrusive	Basalt	Lava Flow	-77.27064	166.73278	2006:12:22:00:00:00.00	g	274.9	-12.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc228a	McMurdo	mc228	Igneous : Extrusive	Trachyte	Lava Flow	-77.2669	166.37738	2006:12:22:00:00:00.00	g	130.6	-12.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc228b	McMurdo	mc228	Igneous : Extrusive	Trachyte	Lava Flow	-77.2669	166.37738	2006:12:22:00:00:00.00	g	101.1	-23	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc228d	McMurdo	mc228	Igneous : Extrusive	Trachyte	Lava Flow	-77.2669	166.37738	2006:12:22:00:00:00.00	g	223.2	-12.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-GPS-DIFF	This study
mc228e	McMurdo	mc228	Igneous : Extrusive	Trachyte	Lava Flow	-77.2669	166.37738	2006:12:22:00:00:00.00	g	163.2	-19.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-GPS-DIFF	This study
mc228g	McMurdo	mc228	Igneous : Extrusive	Trachyte	Lava Flow	-77.2669	166.37738	2006:12:22:00:00:00.00	g	275.7	-29	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-GPS-DIFF	This study
mc229b	McMurdo	mc229	Igneous : Extrusive	Basalt	Lava Flow	-77.48281	167.15435	2006:12:27:00:00:00.00	g	30	-83	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc229g	McMurdo	mc229	Igneous : Extrusive	Basalt	Lava Flow	-77.48281	167.15435	2006:12:27:00:00:00.00	g	21.5	-85.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc229h	McMurdo	mc229	Igneous : Extrusive	Basalt	Lava Flow	-77.48281	167.15435	2006:12:27:00:00:00.00	g	45	-75.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc229i	McMurdo	mc229	Igneous : Extrusive	Basalt	Lava Flow	-77.48281	167.15435	2006:12:27:00:00:00.00	g	28	-58.5	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
mc229k	McMurdo	mc229	Igneous : Extrusive	Basalt	Lava Flow	-77.48281	167.15435	2006:12:27:00:00:00.00	g	35	-87	0	0	FS-FD : FS-LOC-GPS : SO-POM : SO-SUN	This study
>>>>>>>>>>
tab delimited	er_specimens
er_specimen_name	er_location_name	er_site_name	er_sample_name	specimen_class	specimen_lithology	specimen_type	er_citation_names
mc200a1	McMurdo	mc200	mc200a	Igneous : Extrusive	Phonolite	Lava Flow	This study
mc200a2	McMurdo	mc200	mc200a	Igneous : Extrusive	Phonolite	Lava Flow	This study
mc200b2	McMurdo	mc200	mc200b	Igneous : Extrusive	Phonolite	Lava Flow	This study
mc200c2	McMurdo	mc200	mc200c	Igneous : Extrusive	Phonolite	Lava Flow	This study
mc200d2	McMurdo	mc200	mc200d	Igneous : Extrusive	Phonolite	Lava Flow	This study
mc201a1	McMurdo	mc201	mc201a	Igneous : Extrusive	Phonolite	Lava Flow	This study
mc201b2	McMurdo	mc201	mc201b	Igneous : Extrusive	Phonolite	Lava Flow	This study
mc201c1	McMurdo	mc201	mc201c	Igneous : Extrusive	Phonolite	Lava Flow	This study
mc201d1	McMurdo	mc201	mc201d	Igneous : Extrusive	Phonolite	Lava Flow	This study
mc201e1	McMurdo	mc201	mc201e	Igneous : Extrusive	Phonolite	Lava Flow	This study
mc201j1	McMurdo	mc201	mc201j	Igneous : Extrusive	Phonolite	Lava Flow	This study
mc202a1	McMurdo	mc202	mc202a	Igneous : Extrusive	Phonolite	Lava Flow	This study
mc202c1	McMurdo	mc202	mc202c	Igneous : Extrusive	Phonolite	Lava Flow	This study
mc202d1	McMurdo	mc202	mc202d	Igneous : Extrusive	Phonolite	Lava Flow	This study
mc202f1	McMurdo	mc202	mc202f	Igneous : Extrusive	Phonolite	Lava Flow	This study
mc202h1	McMurdo	mc202	mc202h	Igneous : Extrusive	Phonolite	Lava Flow	This study
mc203a1	McMurdo	mc203	mc203a	Igneous : Intrusive	Basalt	Volcanic Dike	This study
mc203c1	McMurdo	mc203	mc203c	Igneous : Intrusive	Basalt	Volcanic Dike	This study
mc203d1	McMurdo	mc203	mc203d	Igneous : Intrusive	Basalt	Volcanic Dike	This study
mc203g1	McMurdo	mc203	mc203g	Igneous : Intrusive	Basalt	Volcanic Dike	This study
mc203h1	McMurdo	mc203	mc203h	Igneous : Intrusive	Basalt	Volcanic Dike	This study
mc204a1	McMurdo	mc204	mc204a	Igneous : Extrusive	Phonolite	Lava Flow	This study
mc204c1	McMurdo	mc204	mc204c	Igneous : Extrusive	Phonolite	Lava Flow	This study
mc204h1	McMurdo	mc204	mc204h	Igneous : Extrusive	Phonolite	Lava Flow	This study
mc204k1	McMurdo	mc204	mc204k	Igneous : Extrusive	Phonolite	Lava Flow	This study
mc204l1	McMurdo	mc204	mc204l	Igneous : Extrusive	Phonolite	Lava Flow	This study
mc205a1	McMurdo	mc205	mc205a	Igneous : Intrusive	Basalt	Volcanic Dike	This study
mc205c1	McMurdo	mc205	mc205c	Igneous : Intrusive	Basalt	Volcanic Dike	This study
mc205d1	McMurdo	mc205	mc205d	Igneous : Intrusive	Basalt	Volcanic Dike	This study
mc205e1	McMurdo	mc205	mc205e	Igneous : Intrusive	Basalt	Volcanic Dike	This study
mc205h2	McMurdo	mc205	mc205h	Igneous : Intrusive	Basalt	Volcanic Dike	This study
mc206a1	McMurdo	mc206	mc206a	Igneous : Intrusive	Basalt	Volcanic Dome	This study
mc206g1	McMurdo	mc206	mc206g	Igneous : Intrusive	Basalt	Volcanic Dome	This study
mc206h1	McMurdo	mc206	mc206h	Igneous : Intrusive	Basalt	Volcanic Dome	This study
mc206i1	McMurdo	mc206	mc206i	Igneous : Intrusive	Basalt	Volcanic Dome	This study
mc206k1	McMurdo	mc206	mc206k	Igneous : Intrusive	Basalt	Volcanic Dome	This study
mc207a1	McMurdo	mc207	mc207a	Igneous : Extrusive	Basalt	Lava Flow	This study
mc207d1	McMurdo	mc207	mc207d	Igneous : Extrusive	Basalt	Lava Flow	This study
mc207g2	McMurdo	mc207	mc207g	Igneous : Extrusive	Basalt	Lava Flow	This study
mc207h2	McMurdo	mc207	mc207h	Igneous : Extrusive	Basalt	Lava Flow	This study
mc207k2	McMurdo	mc207	mc207k	Igneous : Extrusive	Basalt	Lava Flow	This study
mc208a1	McMurdo	mc208	mc208a	Igneous : Extrusive	Basalt	Lava Flow	This study
mc208c2	McMurdo	mc208	mc208c	Igneous : Extrusive	Basalt	Lava Flow	This study
mc208d2	McMurdo	mc208	mc208d	Igneous : Extrusive	Basalt	Lava Flow	This study
mc208e2	McMurdo	mc208	mc208e	Igneous : Extrusive	Basalt	Lava Flow	This study
mc208f2	McMurdo	mc208	mc208f	Igneous : Extrusive	Basalt	Lava Flow	This study
mc209a1	McMurdo	mc209	mc209a	Igneous : Extrusive	Basalt	Lava Flow	This study
mc209b2	McMurdo	mc209	mc209b	Igneous : Extrusive	Basalt	Lava Flow	This study
mc209c2	McMurdo	mc209	mc209c	Igneous : Extrusive	Basalt	Lava Flow	This study
mc209e2	McMurdo	mc209	mc209e	Igneous : Extrusive	Basalt	Lava Flow	This study
mc209f1	McMurdo	mc209	mc209f	Igneous : Extrusive	Basalt	Lava Flow	This study
mc210a2	McMurdo	mc210	mc210a	Igneous : Intrusive	Phonolite	Volcanic Dike	This study
mc210b2	McMurdo	mc210	mc210b	Igneous : Intrusive	Phonolite	Volcanic Dike	This study
mc210c2	McMurdo	mc210	mc210c	Igneous : Intrusive	Phonolite	Volcanic Dike	This study
mc210e1	McMurdo	mc210	mc210e	Igneous : Intrusive	Phonolite	Volcanic Dike	This study
mc210i2	McMurdo	mc210	mc210i	Igneous : Intrusive	Phonolite	Volcanic Dike	This study
mc211a1	McMurdo	mc211	mc211a	Igneous : Extrusive	Phonolite	Lava Flow	This study
mc211b2	McMurdo	mc211	mc211b	Igneous : Extrusive	Phonolite	Lava Flow	This study
mc211e2	McMurdo	mc211	mc211e	Igneous : Extrusive	Phonolite	Lava Flow	This study
mc211g2	McMurdo	mc211	mc211g	Igneous : Extrusive	Phonolite	Lava Flow	This study
mc212a1	McMurdo	mc212	mc212a	Igneous : Extrusive	Basalt	Lava Flow	This study
mc212b2	McMurdo	mc212	mc212b	Igneous : Extrusive	Basalt	Lava Flow	This study
mc212c2	McMurdo	mc212	mc212c	Igneous : Extrusive	Basalt	Lava Flow	This study
mc212d2	McMurdo	mc212	mc212d	Igneous : Extrusive	Basalt	Lava Flow	This study
mc212g2	McMurdo	mc212	mc212g	Igneous : Extrusive	Basalt	Lava Flow	This study
mc213e2	McMurdo	mc213	mc213e	Igneous : Extrusive	Basalt	Lava Flow	This study
mc213f2	McMurdo	mc213	mc213f	Igneous : Extrusive	Basalt	Lava Flow	This study
mc213g2	McMurdo	mc213	mc213g	Igneous : Extrusive	Basalt	Lava Flow	This study
mc213h2	McMurdo	mc213	mc213h	Igneous : Extrusive	Basalt	Lava Flow	This study
mc213i2	McMurdo	mc213	mc213i	Igneous : Extrusive	Basalt	Lava Flow	This study
mc214a2	McMurdo	mc214	mc214a	Igneous : Extrusive	Basalt	Lava Flow	This study
mc214b2	McMurdo	mc214	mc214b	Igneous : Extrusive	Basalt	Lava Flow	This study
mc214d2	McMurdo	mc214	mc214d	Igneous : Extrusive	Basalt	Lava Flow	This study
mc214g2	McMurdo	mc214	mc214g	Igneous : Extrusive	Basalt	Lava Flow	This study
mc214j2	McMurdo	mc214	mc214j	Igneous : Extrusive	Basalt	Lava Flow	This study
mc215a2	McMurdo	mc215	mc215a	Igneous : Extrusive	Basalt	Lava Flow	This study
mc215c2	McMurdo	mc215	mc215c	Igneous : Extrusive	Basalt	Lava Flow	This study
mc215d2	McMurdo	mc215	mc215d	Igneous : Extrusive	Basalt	Lava Flow	This study
mc215h2	McMurdo	mc215	mc215h	Igneous : Extrusive	Basalt	Lava Flow	This study
mc215i1	McMurdo	mc215	mc215i	Igneous : Extrusive	Basalt	Lava Flow	This study
mc216a2	McMurdo	mc216	mc216a	Igneous : Extrusive	Basalt	Lava Flow	This study
mc216c2	McMurdo	mc216	mc216c	Igneous : Extrusive	Basalt	Lava Flow	This study
mc216f2	McMurdo	mc216	mc216f	Igneous : Extrusive	Basalt	Lava Flow	This study
mc216g2	McMurdo	mc216	mc216g	Igneous : Extrusive	Basalt	Lava Flow	This study
mc216h2	McMurdo	mc216	mc216h	Igneous : Extrusive	Basalt	Lava Flow	This study
mc217a2	McMurdo	mc217	mc217a	Igneous : Extrusive	Basalt	Lava Flow	This study
mc217b2	McMurdo	mc217	mc217b	Igneous : Extrusive	Basalt	Lava Flow	This study
mc217c2	McMurdo	mc217	mc217c	Igneous : Extrusive	Basalt	Lava Flow	This study
mc217d2	McMurdo	mc217	mc217d	Igneous : Extrusive	Basalt	Lava Flow	This study
mc217e2	McMurdo	mc217	mc217e	Igneous : Extrusive	Basalt	Lava Flow	This study
mc218a2	McMurdo	mc218	mc218a	Igneous : Extrusive	Basalt	Lava Flow	This study
mc218b2	McMurdo	mc218	mc218b	Igneous : Extrusive	Basalt	Lava Flow	This study
mc218d2	McMurdo	mc218	mc218d	Igneous : Extrusive	Basalt	Lava Flow	This study
mc218i2	McMurdo	mc218	mc218i	Igneous : Extrusive	Basalt	Lava Flow	This study
